state,N,P,K,temperature,humidity,ph,rainfall,season,crop
Haryana,83.08,49.8,55.85,16.74,44.2,6.89,0.93,November to March,wheat
West Bengal,68.6,45.59,55.97,23.85,86.5,5.48,0.41,April to September,tea
Gujarat,48.28,32.07,35.82,28.5,61.8,6.93,3.36,June to September,soybean
Karnataka,62.84,37.83,48.04,28.84,52.1,6.63,0.27,June to September,jowar
Goa,34.52,39.69,34.09,20.51,60.5,7.54,3.72,October to February,pulses
Tripura,48.03,36.69,47.17,27.12,80,5.5,0.69,June to September,soybean
Uttar Pradesh,119.87,63.15,100.83,31.06,77.6,6.33,0,February to October,sugarcane
Kerala,53.67,53.21,61.01,23.47,89.7,5.38,0.86,March to September,coffee
Haryana,105.76,52.04,43.97,18.21,61,6.96,1.82,November to March,wheat
Haryana,81.99,42.82,46.24,25.24,66,6.57,3.56,June to October,maize
Haryana,85.4,37.21,48.79,16.38,44.4,6.28,0.97,November to March,wheat
Madhya Pradesh,61.6,35.63,51.2,28.3,62.2,7.01,0,June to September,cotton
Uttar Pradesh,87.06,41.62,73.16,18.02,73.9,6.7,0.24,October to March,potato
Assam,82.91,58.45,80.43,18.21,78.1,6.39,1.31,October to March,potato
Kerala,63.1,42.31,57,32.16,47.3,5.72,5.96,June to September,jowar
Tamil Nadu,53.27,32.61,74.58,19.62,59.8,7.03,0.06,October to March,onion
Goa,62.18,33.08,49.14,23.45,65.1,6.73,0.7,June to October,maize
Jharkhand,60.82,47.87,34.87,26.23,67.3,6.29,3.15,June to October,maize
Chhattisgarh,52.38,29.71,37.28,20.28,53.1,6.73,0,October to February,pulses
Uttarakhand,54.47,44.85,54.57,26.74,68.3,6.04,1.07,June to September,soybean
Tamil Nadu,97.47,54.43,90.08,29.74,78,6.18,7.57,February to October,sugarcane
Uttar Pradesh,101.5,65.62,73.27,29.24,77.1,6.85,0,February to October,sugarcane
Himachal Pradesh,63.89,38.87,65.38,21.73,66.5,6.64,1.14,September to March,tomato
Odisha,47.13,40.12,61.58,22.37,70.3,6.48,0,October to March,onion
Tamil Nadu,35.91,38.98,34.88,30.89,69.5,6.06,2.14,June to September,groundnut
Tamil Nadu,81.23,39.3,42.02,30.27,89.5,5.63,2.9,June to September,rice
Chhattisgarh,54.92,31.99,74.25,21.54,71.9,6.67,1.14,September to March,tomato
Tamil Nadu,82.47,39.79,40.52,30.01,89.2,5.5,9.89,June to September,rice
Kerala,54.82,31.46,50.28,28.86,77,7.3,0.7,June to September,cotton
Tamil Nadu,83.9,61.58,40.8,25.58,82.1,6.5,0.26,June to September,rice
Uttar Pradesh,48.58,26.43,44.85,33.29,39.9,6.6,0.65,June to September,bajra
Karnataka,95.72,48.43,89.44,31.45,75.2,7.07,0.2,February to October,sugarcane
Chhattisgarh,61.1,27.1,34.82,32.97,50.1,6.89,4.33,June to September,bajra
Goa,86.05,32.25,47.2,31.19,62.1,7.01,7.29,June to September,jowar
Tamil Nadu,47.64,27.3,41.35,34.11,43.2,7.74,2.96,June to September,bajra
Chhattisgarh,66.53,36.95,60.51,20.7,70.7,6.1,0,October to March,onion
Odisha,58.36,23.99,42.59,32.23,36.9,7.36,1.19,June to September,bajra
Madhya Pradesh,43.9,40.03,30.32,29.12,61.9,6.99,0.62,June to September,soybean
Tripura,65.5,61.29,73.72,25.82,89.2,5.36,20.38,April to September,tea
Chhattisgarh,52.53,48.24,59.87,29.61,53.6,6.32,3.86,June to September,jowar
Assam,34.98,37.55,34.2,27.28,73.3,7.5,17.07,June to September,soybean
Andhra Pradesh,58.98,34.39,49.06,29.41,63.8,7.05,0.29,June to September,cotton
Tamil Nadu,70.39,52.28,68.49,21.29,87.1,6.25,1.25,March to September,coffee
Tamil Nadu,65.97,57.19,72.94,21.13,75.5,5.27,1.89,March to September,coffee
Tamil Nadu,97.41,56.34,102,30.48,79.9,6.43,5.55,February to October,sugarcane
Tamil Nadu,65.55,42.59,45.84,22.99,57.6,6.74,0.08,September to March,tomato
Assam,57.66,47.56,72.9,22.89,90.5,5.97,19.14,April to September,tea
West Bengal,65.25,53.77,67.88,22.45,87.6,6.29,4.1,April to September,tea
Punjab,47.03,28.21,54.42,25.49,50.1,6.81,1.14,June to September,jowar
Bihar,85.66,50.52,40.31,30.56,76.5,6.33,28.19,June to September,rice
Uttarakhand,51.71,32.11,45.92,25.52,65.9,6.57,5.8,June to September,cotton
Uttarakhand,49.17,24.45,47.83,21.96,66.8,6.32,0.89,September to March,tomato
Manipur,50.65,35.5,37.05,26.31,70.1,5.68,0.47,June to September,groundnut
Rajasthan,54.54,41.43,61.34,29.63,65.4,6.99,0.77,June to September,cotton
Punjab,104.1,45.75,50,19.91,55.9,7.03,1.41,November to March,wheat
Rajasthan,43.36,33.22,38.61,29.47,51.8,7.07,0.19,June to September,soybean
Punjab,50.6,53.1,67.99,21.65,57.6,6.41,1.53,October to March,onion
Maharashtra,111.62,53.4,70.84,29.9,73.2,6.82,5.04,February to October,sugarcane
Kerala,69.22,37.24,36.84,27.18,65.5,6.82,0.81,June to October,maize
Kerala,31.91,27.74,40.72,19.65,71.2,6.01,0.32,October to February,pulses
Bihar,39.6,39.35,47.85,28.14,73,5.57,2.03,June to September,groundnut
Odisha,53.65,24.21,37.16,31.9,38.9,7.89,4.27,June to September,bajra
Karnataka,43.89,51.79,47.91,22.03,86.9,5.98,5.39,March to September,coffee
Maharashtra,43.81,30.24,39.02,26.97,78.2,6.89,1.55,June to September,groundnut
Tamil Nadu,84.96,38.96,44.97,25.74,70.8,6.79,6.39,June to October,maize
Maharashtra,75.23,28.49,59.12,22.82,68.2,7.36,0,October to March,onion
Bihar,81.62,50.31,46.92,26.96,83,7.5,0.89,June to September,rice
Uttar Pradesh,57.41,34.58,31.71,32.54,41.3,7.47,0.07,June to September,bajra
Goa,69.27,30.62,47.05,24.14,74,6.77,6.17,June to October,maize
Nagaland,31.39,24.69,38.05,26.73,76.1,6.3,4.09,June to September,groundnut
Karnataka,66.01,26.86,39.2,33.93,52,7.23,3.88,June to September,bajra
Assam,72.04,49.51,71.35,25.22,86.6,4.95,1.91,April to September,tea
Karnataka,67.8,43.22,72.35,22.8,81.6,5,1.18,March to September,coffee
Kerala,69.38,32.7,53.66,28.56,80,5.63,0,June to September,cotton
Telangana,61.7,27.37,42.85,23.06,64.2,5.82,0,September to March,tomato
Telangana,63.58,30.43,47.48,26.89,67.4,7.09,0,September to March,tomato
Karnataka,95.2,46.58,75.78,19.09,71.3,6.7,1.18,October to March,potato
Telangana,69.61,33.69,47.37,29.62,57.4,7.41,1.66,June to September,cotton
Jharkhand,58.52,48.17,43.33,25.53,73.9,6.13,0.9,June to October,maize
Jharkhand,61.57,36.63,50.99,20.06,71.2,6.02,0,October to March,onion
Uttar Pradesh,49.28,28.88,35.72,26.23,65.3,6.57,1.95,June to September,soybean
Punjab,63.04,30.99,59.83,29.13,48.3,6.77,0,June to September,jowar
Rajasthan,61.09,46.41,56.08,31.96,56.3,6.88,1.41,June to September,jowar
Tripura,46.63,44.57,56.12,27.79,75.6,5.83,4.68,June to September,groundnut
Kerala,49.67,53.34,65.7,28,86.1,5.79,3.89,March to September,coffee
Assam,80.54,45.31,62.19,27,88.9,6.83,3.41,June to September,rice
Uttarakhand,70.24,38.33,49.46,28.33,58.4,6.76,0.24,June to September,cotton
Tripura,60.53,46.11,77.64,23.13,85.5,5.58,4.93,April to September,tea
Tripura,47.14,42.74,38.91,30.29,85,6.75,0.63,June to September,groundnut
Rajasthan,54.18,31.75,63.59,28.1,57.2,5.97,0.87,June to September,soybean
Punjab,100.5,59.83,55.8,14.98,57.2,7.17,0.03,November to March,wheat
Assam,70.56,45.62,47.4,30.23,88.5,6.49,7.73,June to September,rice
Uttar Pradesh,66.24,42.05,44.06,26.8,62,7.07,0.57,June to September,soybean
Manipur,51.26,37.27,37.85,22.97,63.5,6.45,8.13,October to February,pulses
Jharkhand,74.98,43.91,48.35,23.32,78.9,5.5,0.55,September to March,tomato
Bihar,75.63,47.47,35.72,29.39,95,7,0.01,June to September,rice
Odisha,77.91,42.28,51.47,26.47,63.6,6.65,0.71,June to September,jowar
Karnataka,106.96,63.37,68.7,32.21,84.3,7.44,0.28,February to October,sugarcane
Karnataka,96.97,58.76,110.82,31.6,82.5,7.12,1.74,February to October,sugarcane
Jharkhand,59.72,36.59,58.23,30.31,48.4,6.48,0.02,June to September,jowar
Assam,67.46,52.97,59.97,25.32,93.3,5.99,14.13,April to September,tea
Karnataka,98.48,54.04,102.51,30.44,79.5,6.69,2.72,February to October,sugarcane
Uttarakhand,87.09,35.66,42.37,22.88,65.8,6.63,2.59,September to March,tomato
Punjab,59.72,42.5,51.39,28.77,43.7,6.07,1.83,June to September,jowar
Chhattisgarh,37,28.82,27.82,19.25,71.1,6.36,0,October to February,pulses
Kerala,55.53,36.33,53.94,28.87,66,6.33,5.04,June to September,cotton
Tripura,50.74,35.52,45.63,28.4,70.2,7.56,0.62,June to September,cotton
Bihar,70.37,36.61,50.76,29.23,66.2,7.5,8.83,June to October,maize
Punjab,67.14,43.17,49.81,19.65,63.7,6.73,1.9,October to March,onion
Nagaland,33.43,32.56,43.98,29.22,74.7,6.65,6.79,June to September,groundnut
Maharashtra,46.68,47.37,42.86,29.12,70,6.15,1,June to September,groundnut
Tripura,91.16,44.76,54.17,21.93,89.1,5.93,2.23,April to September,tea
Karnataka,57.73,53.68,58.89,25.3,83.2,5.63,1.21,March to September,coffee
Karnataka,53.15,32.82,60.84,24.68,84.9,6.2,1,March to September,coffee
Tamil Nadu,53.71,44.9,67.24,22.74,81.8,5.75,14.72,March to September,coffee
Karnataka,98.14,50.34,98.37,28.03,82.4,6.26,0,February to October,sugarcane
Tamil Nadu,50.94,42.12,78.02,25.06,81.3,5.18,1.52,March to September,coffee
Andhra Pradesh,71.45,53.9,45.69,29.23,87.8,6.57,6.31,June to September,rice
Uttar Pradesh,40.14,24.33,33.63,18.34,54,6.74,0.55,October to February,pulses
Haryana,84.16,46.83,49.67,17.94,62.7,6.84,0.04,November to March,wheat
Uttar Pradesh,81.46,43.4,42.61,16.1,56.8,6.08,0.04,November to March,wheat
Uttar Pradesh,44.03,30.54,25.64,23.97,52.4,7.31,0.61,October to February,pulses
Tamil Nadu,75.49,52.49,48.41,29.8,86.6,6.6,1.84,June to September,rice
Goa,57.8,30.21,53.92,21.82,80,6.75,0.63,October to March,onion
Andhra Pradesh,81.99,37.08,55.32,18.81,80.8,5.56,0.15,October to March,potato
Gujarat,62.9,34.4,35.81,28.7,51.4,6.12,1.38,June to October,maize
Tamil Nadu,70.09,63.14,33.49,26.32,81.7,6.44,0.68,June to September,rice
Maharashtra,48.35,25.09,27.46,29.33,71,6.7,0,June to September,groundnut
Punjab,50.31,36.84,31.07,27.4,61.1,6.46,0,June to September,soybean
Kerala,77.81,60.46,62.01,25.85,88.7,4.84,8.83,April to September,tea
Tamil Nadu,63.57,67.31,77.01,22.35,84.3,5.94,16.51,March to September,coffee
Karnataka,64.45,37.3,71.71,22.66,78.3,5.53,1.93,March to September,coffee
Kerala,65.41,39.28,52.61,21.85,86.3,6.43,0.22,March to September,coffee
Tripura,26.85,55,50.48,29.08,77.8,6.14,0.22,June to September,groundnut
Manipur,63.19,31.28,37.1,34.06,58.1,6.94,0,June to September,bajra
Andhra Pradesh,77.97,34.71,50.23,25.76,68.2,6.07,0.37,September to March,tomato
Bihar,89.17,39.25,44.7,25.72,88,6.32,0.47,June to September,rice
Punjab,84.63,42.68,59.02,17.81,71,6.51,0.21,October to March,potato
Maharashtra,55.06,39.49,54.04,26.56,64.8,6.72,1,September to March,tomato
West Bengal,80.23,48.09,80.68,23.5,95,5.34,2.14,April to September,tea
West Bengal,59.58,58.69,37.28,26.21,63.3,6.73,1.28,June to October,maize
Gujarat,53.91,38.29,45.56,27.09,65.6,6.96,0.2,September to March,tomato
Tamil Nadu,79.16,50.94,52.19,26.87,86.4,6.25,0,June to September,rice
Uttar Pradesh,114.02,44.66,50.23,17.99,53.3,6.79,0,November to March,wheat
Andhra Pradesh,60.02,44.06,57.73,30.29,77,7.21,3.5,June to September,cotton
Haryana,97.72,61.65,48.83,17.85,48.5,6.87,0.23,November to March,wheat
Nagaland,71.6,48.4,41.34,25.68,67.4,5.84,13.47,June to October,maize
Kerala,53.97,52.94,49.46,20.62,78.9,6.5,1.28,March to September,coffee
Tamil Nadu,63.29,54.66,83.11,23.44,84.7,5.38,22.96,March to September,coffee
West Bengal,71.4,45.44,76.67,23.82,82.7,6.12,5.36,April to September,tea
Chhattisgarh,53.79,29.72,27.41,33.13,55.7,7.06,2.51,June to September,bajra
Karnataka,47.86,52.93,72.34,25.28,87.2,5.88,0.64,March to September,coffee
Odisha,29.51,33.27,45.16,27.53,74.7,5.81,0,June to September,groundnut
Tamil Nadu,59.15,40.76,44.88,25.26,63.8,6.15,0.38,September to March,tomato
Nagaland,64.22,38.7,41.97,23.06,67,6.47,1.9,September to March,tomato
Manipur,93.59,46.66,47.38,23.65,66,7.39,4.05,June to October,maize
Himachal Pradesh,50.13,22.81,52.56,30.5,44.1,7.09,1.49,June to September,bajra
Haryana,60.27,36.29,44.93,23.05,60.5,6.11,0.75,September to March,tomato
Tripura,42.17,37.17,58.31,29.46,61.4,6.24,2.33,June to September,cotton
Kerala,46.54,36.91,17.77,22.56,71.6,6.38,1.05,October to February,pulses
Karnataka,98.82,44.27,93.2,28.68,82.3,6.8,8.21,February to October,sugarcane
Karnataka,65.71,43.98,74.45,25.41,81.3,5,1.3,March to September,coffee
West Bengal,76.87,44.26,51.19,23.6,88.4,5.48,0.48,April to September,tea
Goa,37.21,26.05,28.33,27.74,78.6,6.92,1.72,June to September,groundnut
Tripura,37.33,36.19,41.79,28.67,73.4,5.87,3.33,June to September,groundnut
Manipur,52.21,26.71,34.23,24.02,61.3,6.85,0,October to February,pulses
Maharashtra,87.73,69.48,77.58,27.54,85.1,6.76,4.54,February to October,sugarcane
Gujarat,65.42,43.63,50.6,31.2,56.4,6.36,0.82,June to September,cotton
Punjab,99.15,51.8,45.13,12.55,65.6,7.25,0.09,November to March,wheat
Odisha,56.95,37.34,74.36,20.8,65.2,6.84,1.63,October to March,onion
Manipur,46.88,31.5,41.16,27.23,70.2,6.76,0,June to September,soybean
Andhra Pradesh,85.74,55.32,56.71,29.66,86.9,6.25,2.24,June to September,rice
Himachal Pradesh,83.04,54.43,53.57,18.66,77.2,5.82,0.55,October to March,potato
Haryana,83.78,48.05,36.22,17.57,47.4,7.01,0.46,November to March,wheat
Rajasthan,34.5,32.19,40.03,29.48,70.4,6.21,0.33,June to September,groundnut
Punjab,37.5,31.57,41.51,17.06,52.6,7.7,0.1,October to February,pulses
Telangana,82.41,46.16,72.29,18.56,68.6,7.5,0.89,October to March,potato
Uttarakhand,41.35,41.27,37.98,25.66,69.7,5.95,1.46,June to September,groundnut
Andhra Pradesh,66.16,31.31,63.37,28.92,69.9,6.11,6.43,June to September,cotton
Haryana,46.52,34.66,44.52,33.84,42.5,6.76,1.45,June to September,bajra
Odisha,53.72,34.08,45.83,26.31,69.8,6.71,4.97,June to September,soybean
Punjab,52.13,38.26,82.53,19.12,67,6.89,0,October to March,onion
Karnataka,71.47,43.99,70.91,22.03,77.8,5.17,10.17,March to September,coffee
West Bengal,60.17,44.88,53.12,22.74,89.8,6.27,8.58,April to September,tea
Manipur,46.31,36.62,24.18,27.64,58.4,5.9,0.29,June to September,soybean
Uttar Pradesh,110.79,74.88,79.57,29.92,76.6,6.02,0,February to October,sugarcane
Gujarat,50.51,38.37,60.52,24.05,67.2,6.86,0.52,October to March,onion
Assam,70.83,49.1,59.38,24.55,95,6.14,2.27,April to September,tea
Uttarakhand,84.13,35.02,73.3,20.05,63.5,6,0,October to March,onion
Tripura,73.91,32.16,39.11,27.52,69.4,6.97,5.63,June to September,cotton
Kerala,74.07,47.89,32,28.45,84.5,6.52,13.32,June to September,rice
Tripura,40.22,38.63,40.52,28.01,76.5,6.73,0.3,June to September,groundnut
Himachal Pradesh,51.12,34.91,44.79,24.82,60.4,6.72,1.67,June to September,soybean
Andhra Pradesh,25.73,45.26,51.14,29.89,70.7,5.34,1.78,June to September,groundnut
Tripura,59.17,43.88,73.13,23.98,86,5.84,2.69,April to September,tea
Uttar Pradesh,57.92,28.84,61.82,23.21,78.3,6.62,1.27,October to March,onion
Uttar Pradesh,73.83,42.46,84.63,16.94,69.2,6.76,1.93,October to March,potato
Madhya Pradesh,86.49,36.49,57.35,26.29,67,6.62,1.73,June to October,maize
West Bengal,59.47,32.32,61.3,25.23,70.1,7.15,0.35,September to March,tomato
Maharashtra,101.25,54.56,101.3,31.48,78,7.05,6.26,February to October,sugarcane
West Bengal,45.89,29.48,51.45,31.53,48.9,7.4,1.08,June to September,bajra
Maharashtra,81.28,40.11,33.32,23.61,61.1,7.1,9.12,June to October,maize
Haryana,43.89,35.45,28.23,26.97,72.9,5.63,0.61,June to September,groundnut
Himachal Pradesh,62.79,35.3,42.37,29.21,52.1,6.74,2.54,June to September,jowar
Assam,88.14,54.03,81.51,26.62,87.7,5.61,4.49,April to September,tea
Andhra Pradesh,31.87,31.03,26.49,20.01,63.9,6.46,0,October to February,pulses
West Bengal,77.44,42.45,62.35,27.83,91,5,7.52,April to September,tea
Karnataka,87.12,34.8,46.79,28.17,71.5,5.82,0.01,June to September,cotton
Tamil Nadu,68.77,45.55,61.96,22.06,76.7,6.09,0.63,March to September,coffee
Nagaland,54.35,27.07,43.19,27.58,75.3,6.37,6.43,June to September,soybean
Karnataka,49.15,40.58,62.61,24.12,84.4,6.28,2.23,March to September,coffee
Haryana,42.1,43.95,35.32,26.88,62.5,6.56,1.83,June to September,groundnut
Maharashtra,87.11,37.84,42.21,27.91,89.7,6.82,1.9,June to September,rice
Madhya Pradesh,56.34,38.73,47.26,26.17,68.9,6.97,3.52,June to October,maize
Jharkhand,74.84,39.05,49.31,18.53,72.6,6.38,0.44,October to March,potato
Rajasthan,40.41,37.81,38.13,28.82,54.2,6.89,0,June to September,soybean
Punjab,60.98,47.18,38.2,25,62.6,6.44,5.68,June to October,maize
West Bengal,72.96,58.51,54.75,22.15,88.5,5.4,1.06,April to September,tea
Rajasthan,51.57,44.99,43.17,22.67,58,6.23,0.97,September to March,tomato
Tripura,67.89,25.88,69.4,23.45,72,7.47,2.89,October to March,onion
Gujarat,71.51,37.11,44.74,25.74,53.7,6.46,1.2,June to October,maize
Bihar,33.5,37.96,35.2,24.36,58.8,7.29,0.07,October to February,pulses
West Bengal,66.18,37.97,52.62,29.65,48.1,7.1,1.16,June to September,jowar
Uttar Pradesh,90.95,62.31,86.36,28.53,75.6,6,0,February to October,sugarcane
Uttar Pradesh,102.8,80.04,96.3,30.46,81.6,6.58,22.12,February to October,sugarcane
Andhra Pradesh,70.3,39.25,30.17,27.41,68.9,7.03,0.4,June to October,maize
Goa,71.87,38.51,35.16,26.86,74,6.8,6.42,June to October,maize
Bihar,67.94,43.35,45.22,28.8,62.4,6.87,1.07,June to September,jowar
Assam,66.4,45.88,87.5,22.03,93.3,6.01,11.64,April to September,tea
Odisha,83.17,51.57,61.75,19.03,74.3,6.42,0.68,October to March,potato
Goa,37.2,29.54,35.46,30.46,75.4,6.74,0.23,June to September,groundnut
Tripura,88.56,50.54,68.46,20.74,75.4,6.67,0.77,October to March,potato
Chhattisgarh,54.08,33.74,40.74,34.6,41.9,7.39,0.63,June to September,bajra
West Bengal,83.79,35.52,48.58,25.36,62.9,7.31,0,June to October,maize
Punjab,55.52,23.8,35.66,35.55,36,6.29,0,June to September,bajra
Rajasthan,91.64,36.61,70.65,21.31,57.1,6,0,October to March,onion
Tamil Nadu,58.75,42.88,36.78,26.2,70,7.5,0.06,June to September,soybean
Andhra Pradesh,66.34,44.05,46.6,20.69,66.8,5.75,0.39,September to March,tomato
Chhattisgarh,60.65,31.64,75.98,23.78,69.6,6.37,0.03,September to March,tomato
Odisha,81.62,50.77,46.74,26.76,81.4,7,9.84,June to September,rice
Assam,64.26,32.26,55.25,27.98,69.6,6.42,0.33,June to September,cotton
Odisha,63.63,48.21,30.67,25.4,64.7,6.95,3.79,June to October,maize
Tripura,69.86,46.3,69.43,26.61,93.2,4.82,0.35,April to September,tea
Uttar Pradesh,122.61,49.8,86.03,30.45,80.1,6,7.69,February to October,sugarcane
Assam,77.83,45.01,76.9,19.56,72.3,7.5,0.45,October to March,potato
Uttar Pradesh,90.51,58.92,99.01,29.02,83.6,7.5,1.05,February to October,sugarcane
West Bengal,77.94,43.91,53.02,25.24,87.1,5.11,38.89,April to September,tea
Madhya Pradesh,92.1,51.27,41.41,16.09,40.6,6.96,0.69,November to March,wheat
Uttar Pradesh,121.86,52.32,106.78,30.65,71.3,7.5,3.53,February to October,sugarcane
Madhya Pradesh,94.09,46.93,46.65,16.25,55.6,6.48,0,November to March,wheat
Tamil Nadu,56.72,49.7,63.92,24.84,85.7,5.98,5.84,March to September,coffee
Assam,87.37,37.3,50.23,30.33,85.3,6.78,1.38,June to September,rice
Odisha,50.27,42.29,42.71,25.96,73.9,6.91,0.53,June to September,soybean
Rajasthan,70.53,34.72,66.13,24.78,66.2,6.09,0,October to March,onion
Tamil Nadu,89.36,45.6,52.04,27.93,84.1,6.64,8.15,June to September,rice
Karnataka,95.86,72.92,97.79,30.95,75.4,7.1,19.84,February to October,sugarcane
Nagaland,59.61,35.54,48.83,27.57,68,7.46,2.46,June to September,cotton
Bihar,38.28,34.37,46.49,29.79,77.9,6.74,0.75,June to September,groundnut
West Bengal,59.32,23.14,50.96,32.69,52.6,7.38,2.91,June to September,bajra
Haryana,60.7,30.14,41.61,32.29,34.6,7.11,0,June to September,bajra
Assam,41.26,24.45,20.65,20.46,61.6,6.64,0.36,October to February,pulses
Madhya Pradesh,63.73,39.99,29.36,26.76,65,7.1,4.07,June to October,maize
Odisha,59.56,38.54,54.23,30.02,70.9,6.7,10.04,June to September,cotton
Uttarakhand,50.17,28.88,25.49,34.52,46.2,7.78,0,June to September,bajra
Uttar Pradesh,89.23,49.51,41.66,20.17,56.1,7.33,1.92,November to March,wheat
Haryana,91.34,57.99,60.08,19.36,63.2,5.68,1.44,October to March,potato
Haryana,81.72,42.03,41.03,15.61,60,6.3,0.62,November to March,wheat
Uttar Pradesh,66.01,38.26,57.21,29.75,58,7.37,9.46,June to September,jowar
Madhya Pradesh,71.67,32.15,40.98,26.38,66.5,7.55,1.96,June to September,cotton
Kerala,81.51,41.04,44.25,24.93,68.3,6.61,5.02,June to October,maize
Goa,44.46,32.03,29.47,35.28,42.3,6.69,0.57,June to September,bajra
Rajasthan,45.99,32.68,35.24,31.26,70.3,5.58,0.48,June to September,groundnut
Uttarakhand,66.9,30.13,53.82,24.56,69.1,6.48,0.62,September to March,tomato
Assam,78.95,45.19,71.05,24.09,92.6,5.01,6.24,April to September,tea
Manipur,59.87,39.41,56.76,22.4,66.5,7.5,0.82,October to March,onion
Kerala,46.24,29.16,41.29,35.1,52.8,6.67,2.58,June to September,bajra
Uttar Pradesh,81.1,41.88,59.42,27.67,42.9,6.72,1.04,June to September,jowar
Assam,46.35,30,57.45,33.82,57.9,7.04,0.4,June to September,bajra
Telangana,57.29,23.87,60.18,27.95,55.3,6,1.55,June to September,jowar
Madhya Pradesh,53.73,19.65,50.03,32.1,46.8,6.83,0.55,June to September,bajra
Uttar Pradesh,97.76,66.61,82.94,30.76,81.1,6.9,3.59,February to October,sugarcane
Punjab,53.77,26.04,49.91,34.92,30,6.73,0,June to September,bajra
Odisha,77.58,36.1,35.55,28.96,62,6.8,2.84,June to September,jowar
West Bengal,80.4,53.05,47.55,24.82,79.7,5.6,13.22,April to September,tea
Uttarakhand,60.21,27.76,56.75,21.47,73.7,7.32,2.25,September to March,tomato
Punjab,103.43,44.94,43.41,16.11,61.4,6.84,0.36,November to March,wheat
Tripura,62.71,43.45,56.59,28.5,73.1,6.03,0,June to September,soybean
Madhya Pradesh,86.36,40,41.13,19.5,45.3,6.88,0,November to March,wheat
West Bengal,76.08,54.16,47.93,25.5,87.2,6.68,1.55,June to September,rice
Assam,63.93,36.26,61.35,20.88,71.8,6.26,2.11,October to March,onion
Goa,47.22,40.4,51.1,28.63,75.9,6.01,3.04,June to September,soybean
Maharashtra,113.21,46.24,88.36,31.72,80.3,6.18,2.78,February to October,sugarcane
Madhya Pradesh,58.79,32.07,48.62,30.81,64.7,6.42,1.81,June to September,cotton
Bihar,40.06,26.7,39.59,26.52,78.7,6.15,1.13,June to September,groundnut
Manipur,37.55,35.11,45.32,31.99,49.1,7.08,3.13,June to September,bajra
Odisha,38.2,50.5,43.06,28.01,67.3,6.02,1.95,June to September,soybean
Kerala,59.8,48.66,77.05,24.99,95,5.54,3,March to September,coffee
Maharashtra,89.42,48.32,85.65,17.28,72.2,6.61,1.02,October to March,potato
Goa,36.88,45.96,36.02,26.66,79.2,5.94,0,June to September,groundnut
Uttar Pradesh,48.75,34.91,45.64,25.6,70.7,6.96,0.7,June to September,soybean
Gujarat,62.56,28.99,47.39,33.63,48,6.69,1.62,June to September,bajra
Himachal Pradesh,82.95,30.84,71.4,18.06,66.9,6.37,3.58,October to March,potato
Karnataka,49.97,30.71,54.32,32.96,46.1,6.97,0.44,June to September,bajra
Goa,49.4,34.62,46.28,27.14,72.3,5.99,4.63,June to September,groundnut
Madhya Pradesh,77.01,38.49,62.74,22.35,64.1,7,0.25,October to March,onion
Assam,69.76,28.1,49.76,29.52,76.4,7.1,2.95,June to September,cotton
Nagaland,64.77,36.15,48.56,30.38,63.3,6.66,1.69,June to September,jowar
Tamil Nadu,65.95,45.04,66.7,26.72,70,6.22,0.58,September to March,tomato
Telangana,68.41,38.29,32.26,25.76,67.2,6.98,4.48,June to October,maize
Andhra Pradesh,34,36.22,29.06,19.49,63.2,7.6,2.24,October to February,pulses
Madhya Pradesh,78.1,47.87,43.62,20.48,59.1,7.41,0,November to March,wheat
West Bengal,59.31,32.09,55.4,23.4,69.9,7.27,0.44,October to March,onion
West Bengal,70.53,39.83,58.47,23.52,83.3,5.17,10.61,April to September,tea
Tamil Nadu,95.75,65.94,77.59,29.53,76.5,6,10.43,February to October,sugarcane
Manipur,40.7,27.55,33.33,22.56,59,7.66,4.7,October to February,pulses
Goa,68.04,37.47,78.35,23.57,68.5,6.37,0.24,October to March,onion
Manipur,71.38,39.23,60.92,25.72,65.8,6.73,2.62,September to March,tomato
Bihar,73.94,48.59,68.55,18.19,76.5,6.66,0,October to March,potato
Kerala,71.3,45.98,47.72,28.22,92.4,6.47,2.1,June to September,rice
Goa,50.92,36.3,71.37,21.88,64.4,6.72,0.52,October to March,onion
Rajasthan,98.43,53.65,89.28,18.29,70.6,7.39,1.11,October to March,potato
Tamil Nadu,97.09,60.33,82.98,29.8,73.7,6.67,0.83,February to October,sugarcane
Goa,56.87,37.42,37.95,25.54,63.9,7.38,0,June to September,soybean
Tamil Nadu,57.39,55.9,78.6,23.83,80.7,5.67,1.62,March to September,coffee
Uttarakhand,84.79,44.96,42.96,29.95,60.6,6.42,0,June to September,cotton
Andhra Pradesh,79.98,41.96,50.27,27.28,79,6.62,0.25,June to September,rice
Madhya Pradesh,93.53,42.36,57.56,31.27,59.9,6.34,0,June to September,jowar
Karnataka,68.83,54.12,54.8,26.73,81.1,5.64,0.58,March to September,coffee
Maharashtra,54.93,33.11,42.34,28.98,54.1,6.76,6.05,June to September,jowar
Himachal Pradesh,75.05,37.47,59.09,26.78,54.9,6.38,0,June to September,cotton
West Bengal,89.56,45.57,74.08,24.94,82.4,5.22,9.31,April to September,tea
Assam,68.58,63.72,61.88,22.55,92.6,5.91,8.37,April to September,tea
Odisha,80.27,31.72,48.06,28.45,84.2,5.5,1.4,June to September,rice
